Time (s),tracking_error,tracking_error_derivative,tracking_error_second_derivative
9210,0.0,-0.0,-0.0
9240,0.0,-0.0,-0.0
9270,0.0,-0.0,-0.0
9300,0.0,-0.0,-0.0
9330,0.0,-0.0,-0.0
9360,0.0,-0.0,-0.0
9390,0.0,-0.0,-0.0
9420,0.0,-0.0,-0.0
9450,0.0,-0.0,-0.0
9480,0.0,-0.0,-0.0
9510,0.0,-0.0,-0.0
9540,0.0,-0.0,-0.0
9570,0.0,-0.0,-0.0
9600,0.0,-0.0,-0.0
9630,0.0,-0.0,-0.0
9660,0.0,-0.0,-0.0
9690,0.0,-0.0,-0.0
9720,0.0,-0.0,-0.0
9750,0.0,-0.0,-0.0
9780,0.0,-0.0,-0.0
9810,0.0,-0.0,-0.0
9840,0.0,-0.0,-0.0
9870,0.0,-0.0,-0.0
9900,0.0,-0.0,-0.0
9930,0.0,-0.0,-0.0
9960,0.0,-0.0,-0.0
9990,0.0,-0.0,-0.0
10020,0.0,-0.0,-0.0
10050,0.0,-0.0,-0.0
10080,0.0,-0.0,-0.0
10110,0.0,-0.0,-0.0
10140,0.0,-0.0,-0.0
10170,0.0,-0.0,-0.0
10200,0.0,-0.0,-0.0
10230,0.0,-0.0,-0.0
10260,17.741935483871202,0.5723204994797086,0.0184619515961196
10290,7.5,-0.3413978494623655,-0.0304572782980691
10320,-16.93548387096962,-0.8151231356226153,-0.0170446704634882
10350,6.25,0.6741431451612905,0.0465937682914932
10380,11.363636363639671,0.2970041322314047,-0.0046984787642487
10410,-12.09677419354557,-0.7812253649922745,-0.0370495104261556
10440,-14.705882352944172,-0.1716151356178145,0.0177442255116683
10470,7.8125,0.749655330882353,0.0316237934945829
10500,18.75,0.390625,-0.0111299402573529
10530,0.0,-0.634765625,-0.03509521484375
10560,0.0,-0.0,0.0213623046875
10590,0.0,-0.0,-0.0
10620,0.0,-0.0,-0.0
10650,0.0,-0.0,-0.0
10680,0.0,-0.0,-0.0
10710,0.0,-0.0,-0.0
10740,0.0,-0.0,-0.0
10770,0.0,-0.0,-0.0
10800,0.0,-0.0,-0.0
10830,0.0,-0.0,-0.0
10860,0.0,-0.0,-0.0
10890,0.0,-0.0,-0.0
10920,0.0,-0.0,-0.0
10950,0.0,-0.0,-0.0
10980,0.0,-0.0,-0.0
11010,0.0,-0.0,-0.0
11040,0.0,-0.0,-0.0
11070,0.0,-0.0,-0.0
11100,0.0,-0.0,-0.0
11130,0.0,-0.0,-0.0
11160,0.0,-0.0,-0.0
11190,0.0,-0.0,-0.0
11220,0.0,-0.0,-0.0
11250,0.0,-0.0,-0.0
11280,0.0,-0.0,-0.0
11310,0.0,-0.0,-0.0
11340,0.0,-0.0,-0.0
11370,0.0,-0.0,-0.0
11400,0.0,-0.0,-0.0
11430,0.0,-0.0,-0.0
11460,0.0,-0.0,-0.0
11490,0.0,-0.0,-0.0
11520,0.0,-0.0,-0.0
11550,0.0,-0.0,-0.0
11580,0.0,-0.0,-0.0
11610,0.0,-0.0,-0.0
11640,0.0,-0.0,-0.0
11670,0.0,-0.0,-0.0
11700,0.0,-0.0,-0.0
11730,0.0,-0.0,-0.0
11760,0.0,-0.0,-0.0
11790,0.0,-0.0,-0.0
11820,0.0,-0.0,-0.0
11850,0.0,-0.0,-0.0
11880,0.0,-0.0,-0.0
11910,0.0,-0.0,-0.0
11940,0.0,-0.0,-0.0
11970,0.0,-0.0,-0.0
12000,0.0,-0.0,-0.0
12030,0.0,-0.0,-0.0
12060,0.0,-0.0,-0.0
12090,0.0,-0.0,-0.0
12120,0.0,-0.0,-0.0
12150,0.0,-0.0,-0.0
12180,0.0,-0.0,-0.0
12210,0.0,-0.0,-0.0
12240,0.0,-0.0,-0.0
12270,0.0,-0.0,-0.0
12300,0.0,-0.0,-0.0
12330,0.0,-0.0,-0.0
12360,0.0,-0.0,-0.0
12390,0.0,-0.0,-0.0
12420,0.0,-0.0,-0.0
12450,0.0,-0.0,-0.0
12480,0.0,-0.0,-0.0
12510,0.0,-0.0,-0.0
12540,0.0,-0.0,-0.0
12570,0.0,-0.0,-0.0
12600,0.0,-0.0,-0.0
12630,0.0,-0.0,-0.0
12660,0.0,-0.0,-0.0
12690,0.0,-0.0,-0.0
12720,0.0,-0.0,-0.0
12750,0.0,-0.0,-0.0
12780,0.0,-0.0,-0.0
12810,0.0,-0.0,-0.0
12840,0.0,-0.0,-0.0
12870,0.0,-0.0,-0.0
12900,0.0,-0.0,-0.0
12930,0.0,-0.0,-0.0
12960,0.0,-0.0,-0.0
12990,0.0,-0.0,-0.0
13020,0.0,-0.0,-0.0
13050,0.0,-0.0,-0.0
13080,0.0,-0.0,-0.0
13110,0.0,-0.0,-0.0
13140,0.0,-0.0,-0.0
13170,0.0,-0.0,-0.0
13200,0.0,-0.0,-0.0
13230,-21.774193548386393,-0.7023933402705514,-0.0226578496861468
13260,-4.03225806451519,0.5463059313215402,0.0394414420462555
13290,0.0,0.1560874089490114,-0.0109093350340706
13320,0.0,-0.0,-0.005874257326038
13350,-16.91176470588107,-0.4974048442906574,-0.0146295542438428
13380,-9.677419354840822,0.2096468139805349,0.0221104955062367
13410,0.0,0.3381893860561914,0.0057508485586843
13440,0.0,-0.0,-0.0121943288241415
13470,0.0,-0.0,-0.0
13500,0.0,-0.0,-0.0
13530,10.483870967742405,0.3381893860561915,0.0109093350340706
13560,15.322580645159178,0.18210197710718,-0.0041958980900271
13590,0.0,-0.5202913631633714,-0.0243362089221577
13620,0.0,-0.0,0.0178850156087408
13650,0.0,-0.0,-0.0
13680,0.0,-0.0,-0.0
13710,0.0,-0.0,-0.0
13740,0.0,-0.0,-0.0
13770,0.0,-0.0,-0.0
13800,0.0,-0.0,-0.0
13830,0.0,-0.0,-0.0
13860,0.0,-0.0,-0.0
13890,0.0,-0.0,-0.0
13920,0.0,-0.0,-0.0
13950,0.0,-0.0,-0.0
13980,-16.93548387096962,-0.54630593132154,-0.0176227719781141
14010,-9.375,0.1858618951612903,0.0212543340677029
14040,0.0,0.341796875,0.0079739478326612
14070,0.0,-0.0,-0.01220703125
14100,0.0,-0.0,-0.0
14130,0.0,-0.0,-0.0
14160,0.0,-0.0,-0.0
14190,0.0,-0.0,-0.0
14220,0.0,-0.0,-0.0
14250,0.0,-0.0,-0.0
14280,0.0,-0.0,-0.0
14310,0.0,-0.0,-0.0
14340,0.0,-0.0,-0.0
14370,0.0,-0.0,-0.0
14400,0.0,-0.0,-0.0
14430,0.0,-0.0,-0.0
14460,0.0,-0.0,-0.0
14490,0.0,-0.0,-0.0
14520,0.0,-0.0,-0.0
14550,0.0,-0.0,-0.0
14580,0.0,-0.0,-0.0
14610,0.0,-0.0,-0.0
14640,0.0,-0.0,-0.0
14670,0.0,-0.0,-0.0
14700,0.0,-0.0,-0.0
14730,0.0,-0.0,-0.0
14760,0.0,-0.0,-0.0
14790,0.0,-0.0,-0.0
14820,25.0,1.9121004566210047,0.1581688767957298
14850,25.0,1.4840182648401827,0.1195632910072767
14880,25.0,1.0559360730593608,0.0809577052188236
14910,25.0,0.6278538812785388,0.0423521194303705
14940,25.0,0.1997716894977168,0.0037465336419174
14970,3.9473684210533975,-1.10803324099723,-0.0605706031671216
15000,0.0,-1.1268197088465846,-0.0583011421420053
15030,0.0,-0.9168533034714446,-0.0461334361194258
15060,0.0,-0.7068868980963047,-0.0339657300968463
15090,0.0,-0.4969204927211647,-0.0217980240742668
15120,0.0,-0.2869540873460245,-0.0096303180516873
15150,0.0,-0.0769876819708845,0.0025373879708921
15180,-30.645161290325632,-0.9885535900104058,-0.0291795815438822
15210,2.9411764705873793,0.7980801428730886,0.046426976106416
15240,26.66666666666424,0.7908496732026142,-0.0002410156556824
15270,-10.9375,-1.279296875,-0.074291752833946
15300,4.03225806451519,0.4576938085327784,0.0569245146569713
15330,32.2580645161288,0.988553590010406,0.0204550031888825
15360,-16.129032258068037,-1.6129032258064515,-0.0881138598905709
15390,-20.96774193548481,-0.2081165452653486,0.0453156993722936
15420,69.35483870967437,3.017689906347554,0.1090933503407069
15450,260.4838709677424,6.243496357960458,0.1032190930146689
15480,879.8387096774168,20.60353798126951,0.4808499211171159
15510,1718.5483870967728,27.88761706555671,0.2416837299855661
15540,2870.161290322583,38.397502601456814,0.352455439562284
15570,3906.493506493509,35.61009581118504,-0.0838371545529031
15600,4471.4285714285725,28.80782811658388,-0.1417716553368771
15630,5036.363636363636,22.005560421982707,-0.199706156120851
15660,5587.5,18.399959415584416,-0.1268464224803657
15690,6145.967741935485,18.59472554630593,0.0054134045886287
15720,6713.333333333332,18.912186379928315,0.0105820277874127
15750,7260.0,19.207407407407405,0.1137119341563785
15780,7710.0,17.42962962962963,0.0406255144032921
15810,8160.0,15.651851851851852,-0.0324609053497942
15840,8310.15625,5.6298828125,-0.3168902361834491
15870,8314.166666666672,0.1336805555555555,-0.1832067418981481
15900,8283.870967741936,-0.950398890045092,-0.0332341935856839
15930,8199.6875,-3.486049107142857,-0.1449992478090026
15960,8115.3125,-3.201450892857143,-0.0797235344490618
15990,8030.9375,-2.916852678571429,-0.0144478210891211
16020,8013.970588235297,-0.829909169550173,0.062496762870373
16050,8013.28125,0.0244140625,0.0332192813648896
16080,8000.0,-0.4825367647058823,-0.0204858482915224
16110,7922.65625,-2.4169921875,-0.0590156106387867
16140,7582.8125,-11.1572265625,-0.2899169921875
16170,6980.303030303032,-20.1044536271809,-0.3044199962782091
16200,6417.1875,-18.781072443181817,0.0439562416602101
16230,5925.0,-16.40625,0.0791607481060605
16260,5465.322580645159,-15.35753772112383,0.0363830008703945
16290,5019.53125,-14.88864037298387,0.0168378593770323
16320,4750.0,-8.333333333333334,0.2411265432098765
16350,4414.7058823529405,-8.534025374855824,0.2236336294738323
16380,4079.411764705881,-8.734717416378317,0.2061407157377881
16410,3744.117647058829,-8.935409457900807,0.1886478020017439
16440,3408.823529411766,-9.1361014994233,0.1711548882656997
16470,3073.5294117647063,-9.33679354094579,0.1536619745296555
16500,2738.2352941176505,-9.537485582468282,0.1361690607936113
16530,2402.9411764705874,-9.738177623990772,0.1186761470575671
16560,2067.6470588235316,-9.938869665513264,0.1011832333215229
16590,1732.3529411764684,-10.139561707035757,0.0836903195854786
16620,1397.0588235294126,-10.340253748558249,0.0661974058494344
16650,1061.7647058823495,-10.540945790080738,0.0487044921133902
16680,726.4705882352937,-10.74163783160323,0.031211578377346
16710,391.17647058823786,-10.94232987312572,0.0137186646413018
16740,55.88235294117476,-11.143021914648212,-0.0037742490947423
16770,0.0,-2.1631878557874757,0.2894562685207522
16800,0.0,-0.0,0.3428726329241374
16830,0.0,-0.0,0.3207992874569182
16860,0.0,-0.0,0.2987259419896991
16890,0.0,-0.0,0.27665259652248
16920,0.0,-0.0,0.2545792510552608
16950,0.0,-0.0,0.2325059055880416
16980,0.0,-0.0,0.2104325601208225
17010,0.0,-0.0,0.1883592146536033
17040,0.0,-0.0,0.1662858691863842
17070,0.0,-0.0,0.144212523719165
17100,0.0,-0.0,0.1221391782519459
17130,0.0,-0.0,0.1000658327847268
17160,0.0,-0.0,0.0779924873175076
17190,0.0,-0.0,0.0559191418502884
17220,0.0,-0.0,0.0338457963830693
17250,0.0,-0.0,0.0117724509158501
17280,0.0,-0.0,-0.0
17310,0.0,-0.0,-0.0
17340,0.0,-0.0,-0.0
17370,0.0,-0.0,-0.0
17400,0.0,-0.0,-0.0
17430,0.0,-0.0,-0.0
17460,0.0,-0.0,-0.0
17490,0.0,-0.0,-0.0
17520,0.0,-0.0,-0.0
17550,0.0,-0.0,-0.0
17580,0.0,-0.0,-0.0
17610,0.0,-0.0,-0.0
17640,0.0,-0.0,-0.0
17670,0.0,-0.0,-0.0
17700,0.0,-0.0,-0.0
17730,0.0,-0.0,-0.0
17760,0.0,-0.0,-0.0
17790,0.0,-0.0,-0.0
17820,0.0,-0.0,-0.0
17850,0.0,-0.0,-0.0
17880,0.0,-0.0,-0.0
17910,0.0,-0.0,-0.0
17940,0.0,-0.0,-0.0
17970,0.0,-0.0,-0.0
18000,0.0,-0.0,-0.0
18030,0.0,-0.0,-0.0
18060,0.0,-0.0,-0.0
18090,0.0,-0.0,-0.0
18120,0.0,-0.0,-0.0
18150,0.0,-0.0,-0.0
18180,0.0,-0.0,-0.0
18210,0.0,-0.0,-0.0
18240,0.0,-0.0,-0.0
18270,0.0,-0.0,-0.0
18300,0.0,-0.0,-0.0
18330,0.0,-0.0,-0.0
18360,0.0,-0.0,-0.0
18390,0.0,-0.0,-0.0
18420,0.0,-0.0,-0.0
18450,0.0,-0.0,-0.0
18480,0.0,-0.0,-0.0
18510,0.0,-0.0,-0.0
18540,0.0,-0.0,-0.0
18570,0.0,-0.0,-0.0
18600,0.0,-0.0,-0.0
18630,0.0,-0.0,-0.0
18660,0.0,-0.0,-0.0
18690,0.0,-0.0,-0.0
18720,0.0,-0.0,-0.0
18750,0.0,-0.0,-0.0
18780,0.0,-0.0,-0.0
18810,0.0,-0.0,-0.0
18840,0.0,-0.0,-0.0
18870,0.0,-0.0,-0.0
18900,0.0,-0.0,-0.0
18930,0.0,-0.0,-0.0
18960,0.0,-0.0,-0.0
18990,0.0,-0.0,-0.0
