Time (s),tracking_error,tracking_error_derivative,tracking_error_second_derivative
6150,1995.689655172413,-0.1486325802615933,-0.0051252613883308
6180,1910.7142857142826,-2.5510204081632653,-0.0728862973760932
6210,1585.0,-10.857142857142856,-0.2768707482993197
6240,1135.6060606060637,-14.981634527089073,-0.1379716090459892
6270,703.7878787878799,-14.43067033976125,0.0085944052886201
6300,325.0,-12.736742424242424,0.0540830894168962
6330,58.33333333333576,-9.217171717171718,0.1120341674318946
6360,0.0,-2.696078431372549,0.2066512879661668
6390,0.0,-0.0,0.1039809863339275
6420,0.0,-0.0,-0.0
6450,0.0,-0.0,-0.0
6480,0.0,-0.0,-0.0
6510,0.0,-0.0,-0.0
6540,0.0,-0.0,-0.0
6570,0.0,-0.0,-0.0
6600,0.0,-0.0,-0.0
6630,0.0,-0.0,-0.0
6660,0.0,-0.0,-0.0
6690,0.0,-0.0,-0.0
6720,0.0,-0.0,-0.0
6750,0.0,-0.0,-0.0
6780,0.0,-0.0,-0.0
6810,0.0,-0.0,-0.0
6840,0.0,-0.0,-0.0
6870,0.0,-0.0,-0.0
6900,0.0,-0.0,-0.0
6930,0.0,-0.0,-0.0
6960,0.0,-0.0,-0.0
6990,0.0,-0.0,-0.0
7020,0.0,-0.0,-0.0
7050,0.0,-0.0,-0.0
7080,0.0,-0.0,-0.0
7110,0.0,-0.0,-0.0
7140,0.0,-0.0,-0.0
7170,0.0,-0.0,-0.0
7200,-17.96875,-0.5615234375,-0.017547607421875
7230,-9.55882352941262,0.1554390138408304,0.0182148882747303
7260,0.0,0.3320683111954459,0.0071365656809335
7290,0.0,-0.0,-0.012218963831867
7320,0.0,-0.0,-0.0
7350,-8.333333333335759,-0.2525252525252525,-0.0076522803795531
7380,-18.939393939392176,-0.3902662993572084,-0.0062609566741798
7410,0.0,0.6392045454545454,0.0350405690426997
7440,0.0,-0.0,-0.0214547821969696
7470,0.0,-0.0,-0.0
7500,0.0,-0.0,-0.0
7530,0.0,-0.0,-0.0
7560,0.0,-0.0,-0.0
7590,0.0,-0.0,-0.0
7620,0.0,-0.0,-0.0
7650,0.0,-0.0,-0.0
7680,0.0,-0.0,-0.0
7710,0.0,-0.0,-0.0
7740,0.0,-0.0,-0.0
7770,0.0,-0.0,-0.0
7800,0.0,-0.0,-0.0
7830,0.0,-0.0,-0.0
7860,0.0,-0.0,-0.0
7890,0.0,-0.0,-0.0
7920,0.0,-0.0,-0.0
7950,0.0,-0.0,-0.0
7980,0.0,-0.0,-0.0
8010,0.0,-0.0,-0.0
8040,0.0,-0.0,-0.0
8070,0.0,-0.0,-0.0
8100,0.0,-0.0,-0.0
8130,0.0,-0.0,-0.0
8160,0.0,-0.0,-0.0
8190,0.0,-0.0,-0.0
8220,0.0,-0.0,-0.0
8250,0.0,-0.0,-0.0
8280,0.0,-0.0,-0.0
8310,0.0,-0.0,-0.0
8340,0.0,-0.0,-0.0
8370,0.0,-0.0,-0.0
8400,0.0,-0.0,-0.0
8430,0.0,-0.0,-0.0
8460,0.0,-0.0,-0.0
8490,0.0,-0.0,-0.0
8520,0.0,-0.0,-0.0
8550,0.0,-0.0,-0.0
8580,0.0,-0.0,-0.0
8610,0.0,-0.0,-0.0
8640,0.0,-0.0,-0.0
8670,0.0,-0.0,-0.0
8700,0.0,-0.0,-0.0
8730,0.0,-0.0,-0.0
8760,0.0,-0.0,-0.0
8790,0.0,-0.0,-0.0
8820,0.0,-0.0,-0.0
8850,0.0,-0.0,-0.0
8880,0.0,-0.0,-0.0
8910,0.0,-0.0,-0.0
8940,0.0,-0.0,-0.0
8970,0.0,-0.0,-0.0
9000,0.0,-0.0,-0.0
9030,0.0,-0.0,-0.0
9060,0.0,-0.0,-0.0
9090,0.0,-0.0,-0.0
9120,0.0,-0.0,-0.0
9150,0.0,-0.0,-0.0
9180,0.0,-0.0,-0.0
